Boek;Hfd;Passage;Titel;Toelichting;Vraag
43;14;Johannes 14:27-30;;Voor de allerlaatste keer eet Jezus samen met zijn leerlingen. Langzaam maar zeker begrijpen ze dat hun Meester en ook hunzelf moeilijke tijden te wachten staan. Ongerust stellen ze Hem allerlei vragen. Jezus windt er geen doekjes om: ze zullen het inderdaad niet makkelijk krijgen. Op het moment dat deze tekst geschreven is, hadden de eerste gemeenten dat al aan de lijve ervaren. Deze woorden van Jezus gaven hun moed en vertrouwen dat hun vervolgers niet het laatste woord zouden hebben. Jezus staat er garant voor dat de vrede overwint – eerst alleen in het klein, in hun eigen hart. Maar uiteindelijk op de hele wereld.;Op welke momenten verlang jij naar de vrede die Jezus hier belooft?
43;15;Johannes 15:1-17;;Het beeld van God als wijnbouwer is op meer plaatsen in de Bijbel te vinden. Een van de bekendste teksten staat in Jesaja 5. De profeet schrijft een lied over zijn ‘geliefde’, die vol toewijding een wijngaard aanlegt. Toch valt de opbrengst heel erg tegen: de druiven zijn wrang. Dat is een beeld voor al het onrecht in Israël. Jezus gebruikt hetzelfde beeld, maar voegt er iets aan toe: hij is zelf de wijnstok die God geplant heeft. Zijn leerlingen zijn even nauw met hem verbonden als de ranken aan een wijnstok. Dat is tegelijk een belofte en een uitdaging. Een belofte, want wie met Jezus verbonden is, zal op een goede manier leven. Maar ook een uitdaging, want het is dan wel belangrijk om de band met Jezus ook sterk te houden en dicht bij hem te blijven.;Wat doet je om jouw band met Jezus sterk te houden?
43;15;Johannes 15:18-27;;De afgelopen dagen stonden ‘liefde’ en ‘liefhebben’ centraal. Maar nu spreekt Jezus ineens over de haat van de wereld. ‘De wereld’ is in het Johannes-evangelie steeds een beeld voor alles dat tegen God ingaat. Jezus is als Zoon van God de eerste op wie de haat van de wereld gericht wordt. Maar ook Jezus’ volgelingen krijgen ermee te maken. Toen Johannes zijn evangelie schreef, was dat werkelijkheid geworden. De volgelingen van Jezus kregen niet alleen conflicten met de Romeinen, maar juist ook met Joden die niet geloofden dat Jezus Gods Zoon was. Dat verklaart ook waarom Johannes soms met felle woorden over de Joden of de Joodse leiders spreekt. Belangrijk is dat Jezus zijn leerlingen hier niet oproept om nu ook ‘de wereld’ te haten, maar alleen om over hem te blijven spreken.;Is er in Nederland ook sprake van ‘de haat van de wereld’?
43;16;Johannes 16:1-16;;In de tekst van gisteren sprak Jezus al over de haat van de wereld. Vandaag legt hij dat nog duidelijker uit: het gaat niet ‘gewoon’ om een gevoel van jaloezie, maar om heftige vijandige reacties die zelfs dodelijk kunnen zijn. Tegenwoordig denken we bij zinnen zoals ‘iedereen die jullie doodt, meent daarmee God te dienen’ (vers 2) niet snel aan het jodendom – door de geschiedenis heen zijn het te vaak juist Joden geweest die hebben geleden onder de heftige vijandige reacties van anderen. En die anderen waren regelmatig christenen. Maar in de tijd van Johannes was dat anders. Toen waren het de christenen die voor hun leven moesten vrezen.;Nog steeds worden christenen bedreigd en vervolgd. Heeft dat invloed op de manier waarop je jouw eigen geloof beleeft?
43;16;Johannes 16:12-20;n/a;In de tekst van gisteren sprak Jezus al over de haat van de wereld. Vandaag legt hij dat nog duidelijker uit: het gaat niet ‘gewoon’ om een gevoel van jaloezie, maar om heftige vijandige reacties die zelfs dodelijk kunnen zijn. Tegenwoordig denken we bij zinnen zoals ‘iedereen die jullie doodt, meent daarmee God te dienen’ (vers 2) niet snel aan het jodendom – door de geschiedenis heen zijn het te vaak juist Joden geweest die hebben geleden onder de heftige vijandige reacties van anderen. En die anderen waren regelmatig christenen. Maar in de tijd van Johannes was dat anders. Toen waren het de christenen die voor hun leven moesten vrezen.;Hoe wil jij vandaag de tijd nemen om naar God te luisteren en Hem te zoeken?
43;16;Johannes 16:17-33;;Jezus’ woorden in deze tekst lijken op de boodschap van het boek Openbaring. Die boodschap zou je zo kunnen samenvatten: het lijkt misschien tijdelijk alsof God afwezig is, alsof hij alles niet meer onder controle heeft, maar dat is niet de waarheid – in werkelijkheid blijft hij degene die de alle touwtjes in handen heeft. Zelfs tijdens moeilijkste momenten mogen mensen die in hem geloven, vertrouwen op een goede afloop. In vers 33 vat Jezus dat nog eens kort en duidelijk samen. Als het de leerlingen – en de latere lezers van het evangelie – lukt om op die manier te kijken naar alles wat om hen heen en met hen gebeurt, zullen ze vrede vinden.;Op welke momenten vindt je het makkelijk om in Jezus te geloven?
43;17;Johannes 17:1-11;Waarheid;Jezus gebruikt indrukwekkende woorden in deze tekst. Macht, grootheid, majesteit, vreugde – het zijn allemaal woorden die haaks lijken te staan op zijn vernederende dood aan het kruis. Toch passen ze hier juist wel heel goed. Het doel van Jezus’ toespraak is: zijn leerlingen moed inspreken en hen op een andere manier laten kijken naar wat er gaat gebeuren. Dat bedoelt hij ook wanneer hij bidt dat God hen ‘door de waarheid zal heiligen’: de leerlingen horen niet bij de wereld, maar bij God. En ze moeten leren om op die manier te kijken naar de dingen die om hen heen gebeuren. Pas dan kunnen zij – en alle mensen die later in Jezus gaan geloven – hun taak vervullen.;‘Waar’ betekent in deze tekst iets anders dan ‘feitelijk juist’. Wat betekent het wel, volgens jou?
43;17;Johannes 17:13-19;Bescherming;Meerdere keren bidt Jezus: 'Vader, ik kom naar U toe.' Hij weet dat Hij op weg is naar God, en dat Hij zijn leerlingen zal achterlaten. Daarom bidt Hij voor hen. Hij vraagt zijn vader hen te beschermen en dat zij de waarheid leren kennen. Dan kunnen zij voorbereid worden op hun taak: Gods boodschap bekend maken aan de mensen. De bescherming tegen kwaad is niet zozeer dat hen niets slechts zal overkomen (ze zullen allemaal vervolgd worden voor hun geloof, weten we later), maar dat zij God trouw zullen blijven. Ook als Jezus fysiek niet meer bij ze zal zijn.;Het kan soms flink verwarrend zijn als ogenschijnlijk geestelijk leiders tegenstrijdige dingen zeggen. Hoe onderzoek jij wat waar en van God is?
43;17;Johannes 17:20-26;Eenheid;Wat bijzonder dit gebed, dat Jezus bad voor alle gelovigen in de eeuwen die nog zouden komen. Dus ook voor ons! Ook wij geloven dankzij het getuigenis van deze eerste christenen en alle gelovigen daarna. Jezus vraagt God om eenheid onder hen. Als we terugkijken naar de kerkgeschiedenis dan is dat gebed geen overbodige luxe geweest.Het is kennelijk moeilijk om als gelovigen samen een te zijn. Eenheid wordt gevonden door Gods hemelse macht en als gelovigen dichtbij God blijven, zoals Jezus dichtbij zijn Vader bleef.;Wat helpt jou om God trouw te blijven?
43;18;Johannes 18:1-14;Witte Donderdag ;De andere evangelisten vertellen dat Jezus, voordat hij gevangengenomen wordt, erg angstig wordt en bidt of God ervoor kan zorgen dat hij niet hoeft te lijden (bijvoorbeeld Matteüs 26:36-46). Johannes legt de nadruk op iets anders: Jezus heeft en houdt volledig controle over de situatie. Hij schrikt niet van de soldaten, maar de soldaten schrikken van hem. Dat is minder raar dan het lijkt: Jezus’ reactie – ‘Ik ben het’ – verwijst namelijk naar de naam waarmee God zich in Exodus 3:16 aan Mozes bekendmaakt. Geen wonder dat de mannen even verbijsterd zijn als Mozes bij de brandende doornstruik. Ook Jezus’ reactie op Petrus laat nog eens zien dat Jezus alles wat zal gebeuren, heeft zien aankomen en vrijwillig ondergaat.;Volgens Kajafas is het goed dat één man sterft voor het hele volk. Dat lijkt op wat Jezus zelf over zijn dood zegt. Of is er toch een verschil?
43;18;Johannes 18:15-27;Goede Vrijdag ;Ook tijdens het verhoor bij Annas en later Kajafas houdt Jezus de controle. Eigenlijk is er zelfs geen sprake van een verhoor: Jezus antwoordt alleen dat de mensen die hem eerder hebben horen spreken maar moeten vertellen wat hij verkondigd heeft. Johannes plaatst twee situaties direct naast elkaar: Jezus, die binnen ondervraagd wordt door de Joodse leiders, en Petrus, die buiten gevraagd wordt naar zijn relatie tot Jezus. Hun reacties zijn precies tegenovergesteld. Jezus laat zich niet intimideren, zelfs niet door geweld. Petrus wordt al bang als een dienstmeisje hem aanspreekt. Dat is begrijpelijk: in die tijd werden vaak niet alleen de misdadigers gestraft, maar ook mensen die bij hen hoorden. Maar het is wel opvallend dat Petrus juist de leerling is die er eerder die avond alles voor overhad om Jezus te volgen (Johannes 13:37).;Hoeveel van Petrus herkent je in jezelf?
43;18;Johannes 18:28-19:22;;Het gesprek tussen Pilatus en Jezus is kenmerkend voor het Johannes-evangelie: iemand vraagt of zegt iets, Jezus reageert op een manier die de ander niet verwacht had, en steeds is er dan die spanning tussen de letterlijke en de figuurlijke betekenis. In dit geval gaat het om de vraag of Jezus koning is. Jezus’ antwoord is: ja en nee. Ja, Hij is koning, maar een heel ander soort koning dan Pilatus denkt. Hij is ook anders dan de koning, de messias, die de Joden in die tijd verwachten. Zij hopen op de ideale koning voor hun volk, die na eeuwen van onderdrukking zal zorgen voor bevrijding en recht. Maar Jezus’ koningschap is zoals het koningschap van God, die als schepper van hemel en aarde koning is van heel de wereld en rechter over alle mensen. Boven zijn kruis staat uiteindelijk toch ‘koning van de Joden’, in alle gangbare talen, tot ergernis van de hogepriesters.;Wat had boven het kruis gestaan als jij het voor het zeggen had gehad?
43;18;Johannes 18:28-40;;Het gesprek tussen Pilatus en Jezus is kenmerkend voor het Johannes-evangelie: iemand vraagt of zegt iets, Jezus reageert op een manier die de ander niet verwacht had, en steeds is er die spanning tussen de letterlijke en de figuurlijke betekenis. In dit geval gaat het om de vraag of Jezus koning is. Jezus’ antwoord is: ja en nee. Ja, hij is koning, maar een heel ander soort koning dan Pilatus denkt. Hij is ook anders dan de koning, de messias, die de Joden in die tijd verwachten. Zij hopen op de ideale koning voor hun volk. Maar Jezus’ koningschap is zoals het koningschap van God, die als schepper van hemel en aarde koning is van heel de wereld en rechter over alle mensen.;Wat zou je antwoorden op Pilatus’ vraag in vers 38?
43;19;Johannes 19:1-16;;Pilatus is bang dat het volk tegen hem in opstand komt. Daarom laat hij Jezus slaan en vernederen. Daarna laat hij hem aan de mensen zien, met de beroemde zin: ‘Hier is hij, de mens’ (vers 5). Je zou dit alleen kunnen lezen als: ‘Kijk, hier is hij. Hier is de man waar jullie zoveel problemen mee hebben. Hij stelt toch niets voor? Laat hem gaan.’ Maar als je naar het hele Johannes-evangelie kijkt, betekenen zijn woorden veel meer. Ja, Jezus was een mens, een gewoon, sterfelijk mens. Dat staat al in het begin van het evangelie (Johannes 1:14). Maar om echt te ontdekken wie hij is, moet je op een andere manier naar hem leren kijken.;In het proces tegen Jezus laten de mensen zich vooral leiden door angst. Herken je dit in situaties in onze tijd?
43;19;Johannes 19:16-42;Stille Zaterdag ;Uiteindelijk vindt Pilatus de politieke belangen belangrijker dan zijn overtuiging dat Jezus onschuldig is. Jezus wordt gekruisigd. Het is niet toevallig dat in het Johannes-evangelie staat dat dit op de dag vóór het Joodse Paasfeest plaatsvindt. Op die avond werd het lam voor het pesachmaal geslacht. Daarmee denken de Joden terug aan de bevrijding uit Egypte. Maar het echte Lam sterft volgens Johannes aan het kruis, en zorgt daarmee voor een bevrijding die veel groter is dan die uit Egypte. Anders dan een gewoon lam heeft Jezus ook op dit moment de controle over wat er gebeurt. Zijn lijden voor de mensen is zijn eigen keus. Het was zijn vrije wil, en hij deed het uit liefde. Die liefde blijkt nog een laatste keer uit de manier waarop hij zegt dat zijn geliefde leerling goed voor zijn moeder moet zorgen. En de vrije keuze blijkt uit zijn laatste woorden: ‘Het is volbracht.’;Waar denkt je aan als Jezus zegt: ‘Het is volbracht?’
43;20;Johannes 20:1-31;Eerste Paasdag ;Aan het slot van het vorige hoofdstuk was Jezus dood en begraven. Maar daarmee is het verhaal niet afgelopen! Steeds meer mensen ontdekken dat alles wat Jezus over zichzelf en zijn macht over de dood beweerd heeft, waar is. Johannes laat zien hoe verschillende personen reageren als Jezus niet meer in het graf ligt. Eerst lees je de reactie van Maria, die erg geschokt is. Vervolgens kijk je samen met de (niet bij naam genoemde) leerling vanaf de ingang het graf in, en daarna zie je via Simon Petrus de binnenkant van het graf. Ten slotte zie je samen met Maria en later de andere leerlingen de opgestane Jezus. Steeds gaat het daarbij om de vraag: Wat zie je? En begrijp je wel goed wat je ziet?;Waarom zou Jezus niet willen dat Maria hem vasthoudt?
43;21;Johannes 21:1-25;;Eigenlijk is het vorige hoofdstuk een logisch einde van het Johannes-evangelie. Toch is er nog een verhaal aan toegevoegd. Op het eerste gezicht lijkt het een heel gewoon verhaal: over vissen, een enthousiaste leerling en samen eten. Maar zoals bijna altijd in het Johannes-evangelie heeft het verhaal ook een diepere betekenis. Je kunt het vissen ook zien als een beeld voor de taak van de leerlingen. En het net dat niet scheurt, kun je zien als een verwijzing naar de eenheid van de kerk. Ook de woorden die Jezus tegen Petrus zegt, zitten vol beeldspraak, bijvoorbeeld het beeld van de herder (lees ook Johannes 10:1-21). En het ‘volgen’ in vers 19 kun je op verschillende manieren uitleggen: als letterlijke oproep om met Jezus mee te gaan, maar ook als opdracht om net als hij een herder te zijn voor anderen. En je kunt het ook zien als de aankondiging dat ook Petrus op een gewelddadige manier zal sterven.;Als je zelf nog iets zou moeten toevoegen aan wat Johannes over Jezus vertelt, wat zou dat zijn?
44;1;Handelingen 1:15-26;Lotgeval ;Ze waren zo’n hechte groep geweest, de leerlingen. Persoonlijk geroepen door Jezus, hadden ze zijn onderwijs ontvangen, zijn wonderen gezien. En toch had een van hen zijn vertrouwen in Jezus losgelaten en hem verraden. Het vertrek van Judas moet erg pijnlijk zijn geweest voor de leerlingen, maar ook op praktisch vlak laat hij een lege plek achter. De leerlingen verlangen naar een nieuw teamlid, dat de dienende taak van Judas overneemt. Zij stellen een paar voorwaarden en besluiten vervolgens erom te loten, in het vertrouwen dat God hen op die manier leidt.  ;Op welke manier leidt God ons, volgens  jou?  
44;1;Handelingen 1:1-8;Verbondenheid ;Een bijzondere gebeurtenis of reis kan mensen soms jarenlang aan elkaar verbinden. En wat een bijzondere tijd hadden de leerlingen van Jezus achter de rug! Maar het onderwijs dat Jezus de leerlingen had gegeven en het nieuws over zijn dood en opstanding is niet alleen voor hen bedoeld. Zij moeten het anderen gaan vertellen, en over die opdracht gaat het boek Handelingen. In dit boek moeten de leerlingen zonder Jezus verder. Maar de heilige Geest zal hen leiden, zodat de hele wereld over het koninkrijk van God zal horen.  ;Van wie heb je gehoord over Jezus en Gods koninkrijk?  
44;1;Handelingen 1:9-14;Vurig en eensgezind ;Nu de leerlingen weten wat hun opdracht is en dat zij op de heilige Geest moeten wachten, is voor Jezus de tijd gekomen om naar de hemel te gaan. De leerlingen zullen het goede nieuws verder moeten brengen – maar pas als zij de heilige Geest hebben ontvangen. Ze weten dat ze moeten wachten, maar wat zij precies kunnen verwachten, hoelang het zal duren en hoe hun leven er vanaf dat moment zal uitzien weten zij niet. In deze onzekere tijd zoeken ze houvast bij elkaar en in gebed.  ;Zijn er dingen waar je naar  jouitziet, maar die je tegelijk ook spannend vindt? Hoe bereid je je daar op voor?  
44;2;Handelingen 2:1-13;Verstaanbaar voor iedereen ;Stel je voor: je hebt je eigen woonplaats verlaten omdat je meer wilde leren over God. Je bent in Jeruzalem gaan wonen, vlak bij Gods tempel. Samen met gelovigen uit allerlei landen, met allemaal hun eigen taal, probeer je je te houden aan Gods wetten en regels. En dan, op een dag, hoor je opeens een stel mensen – mannen en vrouwen, bijna allemaal ongeschoold – in jouw eigen taal spreken over Gods grote daden! En je buurman, die uit een heel ander land komt, hoort hetzelfde, maar dan in zijn eigen taal! Het is een wonderlijk gebeuren, daar op die allereerste pinksterdag. Maar het laat zien: Gods liefde en genade zijn voor iedereen!  ;Wat doet je om meer over God te leren?  
44;2;Handelingen 2:1-21;Waar het hart vol van is…;De profeten droomden al van een dag waarop Gods geest voor iedereen binnen handbereik zou zijn. Joël schrijft er heel letterlijk over. En de tekst van Jeremia die we gisteren lazen, over hiet nieuwe verbond dat God in de harten van mensen zal schrijven, gaat in dezelfde richting. Nu blijkt dat deze belofte niet alleen voor Israël is bedoeld, maar voor iedereen die in Jezus gelooft. Het nieuwe verbond wordt door de heilige Geest in de harten van mensen geschreven, en hun mond loopt ervan over.;Wanneer was jij je bewust van de heilige Geest in je hart?
44;2;Handelingen 2:14-28;Vervulde profetie ;De mensen die getuige zijn van de komst van de heilige Geest zijn ‘buiten zichzelf van verbazing’ (vers 5). Gods Geest komt niet als eerste bij de religieuze leiders, maar bij een stel eenvoudige ‘boerenlummels’ uit een afgelegen provincie. En dat gebeurt niet in de tempel, maar in een gewoon woonhuis.  En daarom is bij sommigen de eerste reactie: het zal vast niet kloppen! Die leerlingen zijn vast dronken! Maar Petrus legt uit dat het wel degelijk klopt. Het is zelfs precies zoals de profeet Joël eeuwen eerder had voorspeld.;Op welke onverwachte plekken ziet je Gods Geest aan het werk?  
44;2;Handelingen 2:29-36;Trefzeker ;Petrus gebruikt de heilige boeken van Israël om uit te leggen wie Jezus volgens hem was: degene die was voorspeld door de profeten en door koning David. Het leven van Jezus, zijn dood en opstanding en de komst van de heilige Geest zijn voor Petrus geen toevallige gebeurtenissen. Ze maken deel uit van een plan dat al veel eerder begonnen was. Het is opmerkelijk met hoeveel wijsheid en moed Petrus hier spreekt. Petrus, die eerst te bang was om te bevestigen dat hij een leerling van Jezus was (Marcus 14:67), is dankzij de komst van de heilige Geest een dappere spreker en leider geworden.;Hoe heb je de heilige Geest leren kennen?  
44;2;Handelingen 2:37-47;Doopdienst ;Duizenden mensen zijn toegestroomd, en velen laten zich direct die eerste dag dopen. Het horen en zien van de wonderlijke daden van God leidt meteen tot actie! Pinksteren wordt gevierd op de 50e dag na Pascha, het joodse paasfeest. Op deze joodse feestdag, Sjavoeot of Wekenfeest, wordt het begin van de oogst gevierd. De eerste mensen die zich tijdens het pinksterfeest in Handelingen 2 laten dopen kun je zien als de eerste vruchten van een oogst die gigantisch zal zijn.;Bent je weleens zo door iets geraakt dat je er direct een actie aan koppelde, zoals een doop of een belijdenismoment? Vier je deze gebeurtenis nog weleens? 
44;3;Handelingen 3:1-10;Op de been geholpen ;‘Durf te vragen’ is een bekende zin op sociale media. Als je iets nodig hebt, vraag je om hulp en hoop je dat iemand heeft wat jij zoekt. Dat kan van alles zijn: een product, een tip voor een goede vakantieplek, iemand die een keer wil oppassen… De bedelaar in de tekst van vandaag vraagt om geld. Door zijn verlamming kan hij niet werken en heeft hij de hulp van anderen nodig om te kunnen overleven. Al vele keren heeft hij om hulp gevraagd. Elke dag zit hij op dezelfde plek en steeds vraagt hij hetzelfde: geld. Maar Petrus en Johannes hebben iets beters voor hem: genezing in Jezus’ naam!   ;Wat durft je (niet) aan God te vragen?  
44;3;Handelingen 3:11-26;Niet in eigen kracht ;De genezing van de verlamde bedelaar leidt tot een prachtige speech. In het kort vertelt Petrus wie Jezus is – de eerste elevator-pitch! De mensen komen tot geloof (zie 4:4), doordat zij zelf zien en ervaren wat het geloof in Jezus doet. Ze krijgen uitleg en informatie, en daarna een uitnodiging om zelf in actie te komen. Petrus verwijst in zijn speech voortdurend naar Jezus en maakt niet zichzelf tot middelpunt.;Op welke manier laat je aan anderen om je heen zien wat Jezus voor je betekent en wat het geloof met je doet? Vertelt je weleens aan anderen wat je gelooft?  
44;4;Handelingen 4:1-12;Confrontatie ;Annas, Kajafas en de andere leiders hadden gehoopt dat ze het ‘probleem’ Jezus netjes hadden opgelost door hem te laten kruisigen. Nu merken ze dat niets minder waar is: de boodschap over Jezus verspreidt zich juist als een olievlek. De leerlingen, die kortgeleden nog doodsbang in een bovenvertrek bij elkaar hadden gezeten, zijn niet te stuiten! Door de kracht van de heilige Geest hebben ze inmiddels al duizenden mensen ervan overtuigd dat Jezus de redder is die God naar de mensen gestuurd heeft, en het einde is nog lang niet in zicht. Verbijsterd vragen de leiders aan de leerlingen waar hun kracht vandaan komt.  ;Wat voor antwoord zou je op die vraag geven? 
44;4;Handelingen 4:13-22;Wie moet je gehoorzamen? ;De mensen die altijd werden geraadpleegd en alles wisten over de wet van God voelen zich aan de kant gezet. Petrus en Johannes, ongeletterde mannen, weten meer over God dan zij! En alle mensen luisteren ook nog eens naar hen! Dit gaat om meer dan alleen invloed of macht, maar ook om wie er nu het meest weet over God. De priesters en schriftgeleerden, die ervoor gestudeerd hadden? Of de leerlingen, die ‘gewoon’ een tijdje met Jezus hadden opgetrokken? God blijkt gewone mensen, van wie niemand dat had verwacht, uit te kiezen om zijn boodschap te begrijpen en door te geven.  ;Wie zou Jezus in deze tijd hebben gekozen om zijn leerlingen te zijn, denk je? 
44;4;Handelingen 4:23-31;Bewogen gebed ;Petrus en Johannes hebben een nacht in de gevangenis gezeten. Eenmaal vrijgelaten, delen ze hun zorgen met de andere leerlingen. Samen besluiten ze tot God te bidden om vrijmoedigheid en kracht. En meteen ervaren ze: God is erbij. Ook hierna gaat hun weg niet over rozen. Maar dat weerhoudt hen er niet van door te gaan met de dingen waartoe ze zich geroepen voelen. Het is een mooi principe: deel je zorgen met de mensen die om je heen staan. Bid samen, en vraag God om kracht. ;Met wie deelt je jouw zorgen, en met wie kunt je samen bidden? Of met wie zou je willen bidden? 
44;4;Handelingen 4:32-37;Samenleving ;Wat moet dat bijzonder zijn, een groep die alles samen deelt. In onze tijd zijn er ook wel groepen die dat doen. Maar veel mensen vinden het fijn om hun eigen spullen te hebben. Een van de mensen die alles met andere gelovigen delen, is Josef, die ook wel Barnabas, ‘zoon van de vertroosting’, genoemd wordt. Barnabas wordt later een goede vriend en reisgenoot van Paulus. Samen brengen ze het evangelie naar de heidenen. Na een ruzie gaan ze uit elkaar, maar beiden blijven het evangelie verkondigen. De tekst van vandaag laat al zien wat Barnabas hiervoor overheeft, namelijk alles. ;Hoe kijkt je naar jouw bezit? 
44;5;Handelingen 5:1-11;Bedrog ;Wat Ananias en Saffira doen, staat in schril contrast met het gedrag van Barnabas. Toch is het heel herkenbaar: jezelf een beetje beter willen voordoen dan je echt bent of doet. Als ze hun stuk land gehouden hadden, of als ze maar een deel van de opbrengst hadden gedeeld en daar eerlijk over waren geweest, was er niets aan de hand geweest. Maar door erover te liegen, spannen ze volgens Petrus samen met Satan. Een zwaar vergrijp, dat zwaar gestraft wordt.  ;Hoe belangrijk is het voor je dat mensen onder de indruk zijn van je? Wat zou je daarvoor doen en wat niet? 
44;5;Handelingen 5:12-26;Niet te stuiten ;Wat een aantrekkingskracht hebben de eerste gelovigen! De mensen zijn onder de indruk van de manier waarop ze met elkaar leven. Ze willen de tekenen en wonderen meemaken en hopen op genezing. Alleen al de schaduw van Petrus heeft een genezende kracht. Maar dan worden de apostelen gevangengezet, omdat de leiders van het volk jaloers zijn. Zouden de apostelen geschrokken zijn en erover denken om maar niet meer te spreken? Daarover zwijgt de tekst. We lezen wel dat de engel die de apostelen bevrijdt hun een duidelijke boodschap meegeeft: ga door met het vertellen over Jezus en het nieuwe leven!  ;Heb je je weleens zo duidelijk tot iets geroepen gevoeld? En heb je daar toen gehoor aan gegeven?  
44;5;Handelingen 5:27-42;Risico ;"De leiders van het volk zijn woedend omdat de apostelen blijven vertellen over Jezus. Ze zien maar één manier om hen stil te krijgen: hen doden. Maar dan staat een farizeeër op, Gamaliël. Hij komt met goede redenen om de apostelen niet te doden: er zijn al meer mensen geweest die zeiden de messias te zijn; kijk wat er met hun volgelingen is gebeurd. Dat zal ook met de apostelen en de gelovigen gebeuren, als dit mensenwerk is. Laat het oordeel maar aan God over.  ";Durft je in een groep op te komen voor jouw mening, als je het niet eens bent met een oordeel?  
44;6;Handelingen 6:1-15;n/a;Tijd nemen voor gebed is niet altijd even gemakkelijk. Ook in de groeiende gemeenschap merken de apostelen dat ze zo druk zijn met praktische zaken, dat ze nauwelijks tijd hebben om te bidden en het goede nieuws te vertellen. Er ontstaat bovendien onvrede over de uitvoer van de praktische zaken. Is dat niet heel erg herkenbaar? De apostelen nemen een wijs besluit: ze stellen leiders aan en verdelen de taken. Zo maken zij meer tijd om te kunnen bidden en het goede nieuws kunnen doorgeven.;Welke praktische zaken houden jou soms af van bidden? Zou je hierin andere keuzes kunnen en willen maken?
44;7;Handelingen 7:1-16;n/a;Een paar mensen willen dat Stefanus zijn mond houdt over Jezus en beschuldigen hem. Ze vinden dat hij slechte dingen zegt over de wet van Mozes en over de tempel van God. De mensen die Stefanus beschuldigen zijn vrijgelaten slaven (6:9), maar ze zijn niet werkelijk vrij: ze kunnen niet in de waarheid geloven. Stefanus houdt vervolgens een toespraak (bijna heel Handelingen 7) over de geschiedenis van het volk van God. Daarin noemt hij dat God al tegen Abraham zei dat het volk als slaven in een vreemd land zou wonen. Stefanus vertelt ook dat Jozef werd verkocht als slaaf. Zo sluit hij aan bij de achtergrond van de mensen die met hem discussieren.;Als jij anderen over God vertelt, hoe probeer jij dan aan te sluiten bij hun levensverhaal en achtergrond?
44;7;Handelingen 7:17-34;n/a;Stefanus staat in zijn toespraak lang stil bij het verhaal van Mozes. Mozes is in de Joodse traditie een van de belangrijkste leiders geweest: de eerste vijf boeken van het Oude Testament worden 'De boeken van Mozes' genoemd. God gebruikte Mozes om de nakomelingen van Abraham te verlossen uit de slavernij in Egypte. En om hen voor te bereiden op het leven in het beloofde land met wetten en instructies. Mozes had in een opwelling iemand gedood, en toch wilde God hem inzetten voor zijn plan.  Stefanus' toehoorders kenden deze verhalen goed, maar hij gebruikt ze om hen te laten weten: God gaat soms andere wegen dan wij mensen kunnen bedenken.;Mozes is voor zijn verleden gevlucht, en toch wil God hem gebruiken voor een groter plan. Wat vind je daarvan, dat God een moordenaar roept voor zo'n taak?
44;7;Handelingen 7:35-43;n/a;Stefanus sluit aan bij wat zijn toehoorders, de Joodse leiders, al weten: hij begint zijn redevoering vanuit gezamenlijk grond. Hij zegt als het ware: 'hier zijn we het allemaal over eens'. Tegelijkertijd laat hij ook zien dat het volk van God toen al keuzes maakte waar God niet blij mee was. Eigenlijk zegt hij daarmee: bedenk goed aan welke kant je staat, of je daadwerkelijk gelooft en doet wat God zegt. Hij bereidt zijn toehoorders op deze manier al voor op wat hij gaat vertellen over Jezus.;Als jij iemand over het geloof of over Jezus zou vertellen, vanuit welke gezamenlijke grond zou je dan (kunnen) beginnen?
44;7;Handelingen 7:44–60;n/a;Afgelopen dagen zagen we dat Stefanus in zijn toespraak op de beschuldigen van zijn tegenstanders reageert. Dit doet hij door zichzelf te verdedigen en tegelijk zijn tegenstanders aan te vallen. Hij gebruikt de verhalen uit de Bijbel om te laten zien dat hij niets zegt dat niet bij God past. Vervolgens zegt hij dat zijn toehoorders net zo ongelovig reageren als hun voorouders. Ondanks het stralende gezicht van Stefanus (6:15) en zijn getuigenis worden zij zo kwaad dat ze Stefanus doden.;Gods licht is bij Stefanus zichtbaar in zijn woorden en in zijn uiterlijk. Heb je weleens iemand ontmoet waaraan je fysiek kon zien dat diegene bij God hoort?
44;8;Handelingen 8:1-13;;Dat de apostel Filippus naar de stad Samaria ging, was voor die tijd heel ongewoon. De Joden zagen Samaritanen als mensen waar je niet mee omgaat, zij zagen hen als onrein. Jezus had dit denken al doorbroken, door ook bij de Samaritanen het Koninkrijk van God aan te kondigen (lees bijvoorbeeld Johannes 4:9). Daarmee liet Jezus zien: ik ben er voor iedereen, man, vrouw, jong, oud en van welke afkomst dan ook. Filippus doet Jezus hierin na, door zowel in Samaria het goede nieuws te vertellen, als aan de Ethiopische ambtenaar, verder op in dit hoofdstuk.;Welke mensen vallen nu buiten onze samenleving? Hoe zouden we aan hen het goede nieuws kunnen vertellen?
